input,expected_resolved,should_resolve,target_language
The girl lost her pencil. She borrowed one from her friend.,The girl lost her pencil. The borrowed one from the friend.,True,telugu
The girl lost her pencil. She borrowed one from her friend.,The girl lost her pencil. The borrowed one from the friend.,True,marathi
The girl lost her pencil. She borrowed one from her friend.,The girl lost her pencil. The borrowed one from the friend.,True,gujarati
The girl lost her pencil. She borrowed one from her friend.,The girl lost her pencil. The borrowed one from the friend.,True,kannada
The girl lost her pencil. She borrowed one from her friend.,The girl lost her pencil. The borrowed one from the friend.,True,malayalam
The girl lost her pencil. She borrowed one from her friend.,The girl lost her pencil. The borrowed one from the friend.,True,punjabi
The girl lost her pencil. She borrowed one from her friend.,The girl lost her pencil. The borrowed one from the friend.,True,odia
The girl lost her pencil. She borrowed one from her friend.,The girl lost her pencil. The borrowed one from the friend.,True,assamese
The man fixed the fence. His neighbor thanked him for it.,The man fixed the fence. The's neighbor thanked the for the man fixed the.,True,hindi
The man fixed the fence. His neighbor thanked him for it.,The man fixed the fence. The's neighbor thanked the for the man fixed the.,True,bengali
The man fixed the fence. His neighbor thanked him for it.,The man fixed the fence. The's neighbor thanked the for the man fixed the.,True,tamil
The man fixed the fence. His neighbor thanked him for it.,The man fixed the fence. The's neighbor thanked the for the man fixed the.,True,telugu
The man fixed the fence. His neighbor thanked him for it.,The man fixed the fence. The's neighbor thanked the for the man fixed the.,True,marathi
The man fixed the fence. His neighbor thanked him for it.,The man fixed the fence. The's neighbor thanked the for the man fixed the.,True,gujarati
The man fixed the fence. His neighbor thanked him for it.,The man fixed the fence. The's neighbor thanked the for the man fixed the.,True,kannada
The man fixed the fence. His neighbor thanked him for it.,The man fixed the fence. The's neighbor thanked the for the man fixed the.,True,malayalam
The man fixed the fence. His neighbor thanked him for it.,The man fixed the fence. The's neighbor thanked the for the man fixed the.,True,punjabi
The man fixed the fence. His neighbor thanked him for it.,The man fixed the fence. The's neighbor thanked the for the man fixed the.,True,odia
The man fixed the fence. His neighbor thanked him for it.,The man fixed the fence. The's neighbor thanked the for the man fixed the.,True,assamese
The child ate the chocolate. She wanted more of it.,The child ate the chocolate. The wanted more of the child ate the.,True,hindi
The child ate the chocolate. She wanted more of it.,The child ate the chocolate. The wanted more of the child ate the.,True,bengali
The child ate the chocolate. She wanted more of it.,The child ate the chocolate. The wanted more of the child ate the.,True,tamil
The child ate the chocolate. She wanted more of it.,The child ate the chocolate. The wanted more of the child ate the.,True,telugu
The child ate the chocolate. She wanted more of it.,The child ate the chocolate. The wanted more of the child ate the.,True,marathi
The child ate the chocolate. She wanted more of it.,The child ate the chocolate. The wanted more of the child ate the.,True,gujarati
The child ate the chocolate. She wanted more of it.,The child ate the chocolate. The wanted more of the child ate the.,True,kannada
The child ate the chocolate. She wanted more of it.,The child ate the chocolate. The wanted more of the child ate the.,True,malayalam
The child ate the chocolate. She wanted more of it.,The child ate the chocolate. The wanted more of the child ate the.,True,punjabi
The child ate the chocolate. She wanted more of it.,The child ate the chocolate. The wanted more of the child ate the.,True,odia
The child ate the chocolate. She wanted more of it.,The child ate the chocolate. The wanted more of the child ate the.,True,assamese
The woman found a purse. She handed it to the police.,The woman found a purse. The handed the woman found a to the police.,True,hindi
The woman found a purse. She handed it to the police.,The woman found a purse. The handed the woman found a to the police.,True,bengali
The woman found a purse. She handed it to the police.,The woman found a purse. The handed the woman found a to the police.,True,tamil
The woman found a purse. She handed it to the police.,The woman found a purse. The handed the woman found a to the police.,True,telugu
The woman found a purse. She handed it to the police.,The woman found a purse. The handed the woman found a to the police.,True,marathi
The woman found a purse. She handed it to the police.,The woman found a purse. The handed the woman found a to the police.,True,gujarati
The woman found a purse. She handed it to the police.,The woman found a purse. The handed the woman found a to the police.,True,kannada
The woman found a purse. She handed it to the police.,The woman found a purse. The handed the woman found a to the police.,True,malayalam
The woman found a purse. She handed it to the police.,The woman found a purse. The handed the woman found a to the police.,True,punjabi
The woman found a purse. She handed it to the police.,The woman found a purse. The handed the woman found a to the police.,True,odia
The woman found a purse. She handed it to the police.,The woman found a purse. The handed the woman found a to the police.,True,assamese
The teacher gave a test. She graded it overnight.,The teacher gave a test. The graded the teacher gave a overnight.,True,hindi
The teacher gave a test. She graded it overnight.,The teacher gave a test. The graded the teacher gave a overnight.,True,bengali
The teacher gave a test. She graded it overnight.,The teacher gave a test. The graded the teacher gave a overnight.,True,tamil
The teacher gave a test. She graded it overnight.,The teacher gave a test. The graded the teacher gave a overnight.,True,telugu
The teacher gave a test. She graded it overnight.,The teacher gave a test. The graded the teacher gave a overnight.,True,marathi
The teacher gave a test. She graded it overnight.,The teacher gave a test. The graded the teacher gave a overnight.,True,gujarati
The teacher gave a test. She graded it overnight.,The teacher gave a test. The graded the teacher gave a overnight.,True,kannada
The teacher gave a test. She graded it overnight.,The teacher gave a test. The graded the teacher gave a overnight.,True,malayalam
The teacher gave a test. She graded it overnight.,The teacher gave a test. The graded the teacher gave a overnight.,True,punjabi
The teacher gave a test. She graded it overnight.,The teacher gave a test. The graded the teacher gave a overnight.,True,odia
The teacher gave a test. She graded it overnight.,The teacher gave a test. The graded the teacher gave a overnight.,True,assamese
The students finished the exam. They felt relieved.,The students finished the exam. The students finished the felt relieved.,True,hindi
The students finished the exam. They felt relieved.,The students finished the exam. The students finished the felt relieved.,True,bengali
The students finished the exam. They felt relieved.,The students finished the exam. The students finished the felt relieved.,True,tamil
The students finished the exam. They felt relieved.,The students finished the exam. The students finished the felt relieved.,True,telugu
The students finished the exam. They felt relieved.,The students finished the exam. The students finished the felt relieved.,True,marathi
The students finished the exam. They felt relieved.,The students finished the exam. The students finished the felt relieved.,True,gujarati
The students finished the exam. They felt relieved.,The students finished the exam. The students finished the felt relieved.,True,kannada
The students finished the exam. They felt relieved.,The students finished the exam. The students finished the felt relieved.,True,malayalam
The students finished the exam. They felt relieved.,The students finished the exam. The students finished the felt relieved.,True,punjabi
The students finished the exam. They felt relieved.,The students finished the exam. The students finished the felt relieved.,True,odia
The students finished the exam. They felt relieved.,The students finished the exam. The students finished the felt relieved.,True,assamese
The principal saw the student. She scolded him for being late.,The principal saw the student. The scolded the for being late.,True,hindi
The principal saw the student. She scolded him for being late.,The principal saw the student. The scolded the for being late.,True,bengali
The principal saw the student. She scolded him for being late.,The principal saw the student. The scolded the for being late.,True,tamil
The principal saw the student. She scolded him for being late.,The principal saw the student. The scolded the for being late.,True,telugu
The principal saw the student. She scolded him for being late.,The principal saw the student. The scolded the for being late.,True,marathi
The principal saw the student. She scolded him for being late.,The principal saw the student. The scolded the for being late.,True,gujarati
The principal saw the student. She scolded him for being late.,The principal saw the student. The scolded the for being late.,True,kannada
The principal saw the student. She scolded him for being late.,The principal saw the student. The scolded the for being late.,True,malayalam
The principal saw the student. She scolded him for being late.,The principal saw the student. The scolded the for being late.,True,punjabi
The principal saw the student. She scolded him for being late.,The principal saw the student. The scolded the for being late.,True,odia
The principal saw the student. She scolded him for being late.,The principal saw the student. The scolded the for being late.,True,assamese
The teacher praised Rohit. She gave him a gold star.,The teacher praised Rohit. The gave the a gold star.,True,hindi
The teacher praised Rohit. She gave him a gold star.,The teacher praised Rohit. The gave the a gold star.,True,bengali
The teacher praised Rohit. She gave him a gold star.,The teacher praised Rohit. The gave the a gold star.,True,tamil
The teacher praised Rohit. She gave him a gold star.,The teacher praised Rohit. The gave the a gold star.,True,telugu
The teacher praised Rohit. She gave him a gold star.,The teacher praised Rohit. The gave the a gold star.,True,marathi
The teacher praised Rohit. She gave him a gold star.,The teacher praised Rohit. The gave the a gold star.,True,gujarati
The teacher praised Rohit. She gave him a gold star.,The teacher praised Rohit. The gave the a gold star.,True,kannada
